x,y,z
30.980767384434277,417.31748757025014,a
45.928029039730575,400.96337465356,a
53.471717620010324,418.19944148153314,a
67.6798595264274,423.0722105716218,a
85.68732938200716,405.0157419088841,a
89.62851902768506,445.9909675662573,a
92.06090264668548,448.8998959138238,a
109.72291766659654,446.8462353278974,a
191.47975407431736,472.78288856808274,a
187.07016779352568,468.09476545344404,a
152.6695647276041,486.02640919076015,a
240.38579826059515,532.4851551749334,a
229.68377361400246,496.85107731034014,a
263.6527782074926,462.0516409957462,a
282.4127625457379,495.0686336942266,a
306.7130048688026,463.56870079325125,a
312.65401763651397,508.66638087452577,a
275.67387479077615,499.80263150724426,a
314.99153830273866,456.7241590317517,a
256.09671576909386,449.5992073083641,a
292.1900464435979,419.72595847670743,a
249.90056089803684,434.2907712780433,a
227.40210045916433,432.3943703009998,a
258.12540263197917,451.7871364249149,a
206.34191888251493,438.8220164235443,a
230.2523804584158,395.01950521369054,a
198.25960138379668,480.14433954355223,a
200.09319760038397,446.2943306586102,a
166.1919409979807,426.8744613114789,a
196.2292864022986,443.42551246809205,a
190.4449070900813,412.8679902502969,a
232.74241999875395,402.96796024693623,a
148.0436665065941,453.33301288096624,a
153.69521290034393,357.4206830569009,a
180.0946937243946,436.2236209166476,a
91.29821567925515,438.6576033979981,a
95.0866089122518,361.8371500926955,a
96.45971901288524,374.95496860257214,a
117.826264630792,406.1198526503374,a
114.0844768098827,390.7437430587178,a
112.39173182042725,396.9723835550926,a
85.08361203105828,351.8679338892982,a
94.18224180771497,332.8589594945645,a
78.66370518347628,362.21986178644295,a
45.37984750568114,333.64107287710016,a
27.790671720138327,374.5353612512182,a
66.11324810157646,330.06721520301073,a
31.35843977774909,354.1042816311285,a
-8.098447581034023,311.5232449406736,a
45.87420890187555,333.7470259611889,a
30.19364046329998,305.80254646536656,a
47.69250137525301,360.1861447123106,a
32.30710242089877,324.81793009849616,a
37.32282793075589,329.3777553639299,a
62.76659348098596,324.62534381884245,a
4.469690645342229,316.1213980853131,a
27.942521029850823,281.0204198006066,a
63.3523810673064,270.6904179733816,a
20.088729379622695,269.24344689254735,a
83.14835394180852,293.4275932737568,a
66.24790082325579,307.4412891321409,a
52.15432723367767,281.30764732647003,a
71.69988968710226,339.6422896443405,a
40.80378972918534,323.58845270262873,a
53.028336278650144,289.3909571723982,a
70.72084429431644,295.0508571338434,a
98.6000490221289,318.7116218276974,a
152.95773330264393,324.16991225546474,a
156.33935036622955,292.6103098502472,a
116.5845516124134,278.8789946262026,a
208.04712324073995,343.5354262039373,a
200.66610978566348,374.443179063034,a
228.80308509106604,322.5453402544812,a
200.8403595136225,361.384531264123,a
214.9586807551344,383.82886492561914,a
239.0876851929677,366.54407377058544,a
218.88444841240607,421.4187364146664,a
252.4347397118747,376.927186149608,a
186.44276260496517,402.50574568696646,a
208.12495788093543,431.42946186392066,a
209.1368099155499,455.1496212191967,a
259.4063261590759,411.67810524301836,a
246.51217626737457,434.2627802600997,a
273.10679749583454,439.997009446352,a
320.2281740008082,455.2654258361558,a
286.69386324510134,446.59475884049704,a
303.7067534769652,432.8162274930283,a
303.75327414066896,430.4335045877949,a
291.1549902818866,424.7140095857769,a
349.55492675661935,420.2528631820018,a
345.9169543923627,439.54769393531046,a
381.9128420311305,486.1775908166871,a
370.5384703808504,453.18603063039956,a
386.5143513232462,513.1947190597242,a
426.2856954750153,434.6189232487675,a
422.0872613274544,428.72935355916366,a
425.719558145395,431.32259535777246,a
423.2832608332068,428.0739040326525,a
451.8934059137273,483.00321605432146,a
393.9354049094226,424.66471593483374,a
452.15903273920776,434.6745283018418,a
438.90570567243395,415.8907846250324,a
404.8952272995756,421.03648336351193,a
423.4713924205186,399.6767450723665,a
440.83501246246107,394.04958729213763,a
442.28184448067634,426.8918119346595,a
397.12579039148983,381.3112762038001,a
357.714830863726,372.9460783502065,a
354.19872061050063,387.89615464557255,a
369.5195845558468,377.2592062609045,a
323.47187075473704,377.1561950819995,a
306.40400273139926,363.22227334576576,a
300.10791327937955,323.9004614350298,a
313.69895598291924,354.39825689088195,a
319.44018691692565,334.5526861461253,a
242.19669626455436,305.9276777852102,a
252.28219451521406,358.3434862600888,a
246.65706623108161,344.6195714920881,a
217.45218588762557,290.03097403857294,a
279.29894455264355,315.1176207153755,a
248.12087970532775,279.91062399451334,a
178.2374587987066,258.4480512541826,a
188.75475532650296,257.4033120972532,a
173.20594943372373,277.2345953695238,a
143.73660012343177,270.8150089835101,a
151.92261613555638,221.27494863344714,a
145.39691985615445,193.1036247579176,a
148.71212473610404,253.7826273566513,a
119.3195486115776,233.25127898201907,a
104.57364074024132,153.4834931251745,a
90.48264858244903,112.45884915065085,a
62.716053213958816,141.8575514364489,a
59.85809630671207,64.66972102971243,a
90.11065230692734,142.82008318360408,a
77.5786899649107,150.98768822295426,a
87.78461286873822,112.735559091862,a
45.97099926719193,73.42818771587486,a
9.477468394948616,65.72695944499941,a
53.108716372878334,117.07930114721245,a
63.12131686160782,73.26928923483149,a
67.83703145076322,38.89266744885367,a
46.90402291368318,42.77257817982644,a
5.488041794366193,0.45537455963523144,a
