x,y,z
38.2217260442331,353.96519751612016,a
28.044456825569167,343.0260313245642,a
19.16720354794248,332.5785433946478,a
28.030711930638933,339.7171591571012,a
60.58276124125934,299.5153072554115,a
13.047695581316795,348.3444375433136,a
110.41468225295003,374.7243221966345,a
17.90208252804326,372.93091650317933,a
70.50635736505549,340.71958430422603,a
48.53377196723152,333.9739455149339,a
114.5398956811822,360.38173965400233,a
130.09057265777403,409.5452972869391,a
71.19110419512842,376.4714415059776,a
120.41042808043248,382.81645394297755,a
145.28160962338637,425.24924919466577,a
142.10405109280953,457.0957429408661,a
164.7130456382531,366.83113025418675,a
122.14049096974838,384.33992760972063,a
172.19744442767603,405.91170765487664,a
224.91919054167005,405.48405703548747,a
172.85854762386523,441.5172664842961,a
211.03987412021925,430.92903611641515,a
203.3844817571748,388.3934824094981,a
228.28415385784922,435.9936509874438,a
270.98713167102375,420.1339898160876,a
232.45448755988662,487.029033278125,a
225.91088906489787,452.6391456965773,a
191.23594910214516,411.40951668148625,a
269.7075291664669,425.19146476148154,a
208.38826371221225,428.56652624163223,a
184.1243129780092,422.40144630082085,a
208.6260095986221,419.36423798169386,a
244.0818041213791,439.9784266318305,a
275.01616713451244,413.1481454559414,a
233.7514300728378,401.5048531143132,a
254.56335741934427,479.60292148529544,a
227.91698782499213,400.66474749352386,a
224.2133760262656,408.1157653172471,a
251.93705022502493,426.5635924566601,a
211.5642820371105,376.6851099172371,a
289.97088104442975,420.6380861889327,a
244.69784380155497,382.84976213688117,a
256.18044774182715,365.649130880748,a
232.6927998618293,383.6195122546439,a
246.346512125135,348.9031211867183,a
288.43605412531554,390.3236435065556,a
270.5441961847333,384.76986268691417,a
271.0714989389271,381.02471577873246,a
201.364288589534,343.89525817946674,a
223.0987674856543,332.36819654495054,a
179.77737922132508,345.2930674870115,a
172.83107176533034,322.66476629047986,a
179.67111070466305,364.1162154610694,a
156.08837257481252,384.6796206816846,a
167.07363530424215,291.3922372629672,a
161.13975245871134,302.79969761182656,a
156.56468899902967,311.65731433495057,a
186.00771073489886,310.8261030801831,a
24.5271813964007,350.17171761665617,a
23.504753991003557,301.5648703583853,a
60.358960621153216,315.24906111454015,a
117.42137275026468,377.3576145516204,a
65.86648108470453,347.3692354591323,a
97.6875964910549,388.0620007436292,a
91.98637293881421,344.08292268865216,a
178.4572289790054,387.4734767319671,a
98.66707704181908,398.12609218175794,a
193.9628770993519,389.40141822440484,a
148.077594188761,408.13482722894344,a
96.18400900417154,377.5812516640691,a
203.4135607394545,382.46175184774927,a
204.2111962195342,372.78091713722,a
179.87759212910447,364.0476882707349,a
